Location,Base,Off_July_20,E21,E22,E23,Diff_23-20,percent_change_23over20
".Middlesex County, Massachusetts",1632028,1628235,1617262,1616794,1623952,-4283,-0.26243422294225344
".Boone County, Illinois",53451,53343,53173,53068,53202,-141,-0.26379300667901445
".Sullivan County, Indiana",20811,20812,20777,20671,20757,-55,-0.2642833117101533
".Lenoir County, North Carolina",55123,55046,54683,54499,54895,-151,-0.2739328411008109
".Thomas County, Georgia",45791,45775,45818,45551,45649,-126,-0.2751632416850473
".Sussex County, Virginia",10827,10787,10815,10640,10757,-30,-0.2770850651149903
".Dawes County, Nebraska",8200,8156,8149,8252,8133,-23,-0.28048780487804875
".Elkhart County, Indiana",207046,206991,207054,206873,206409,-582,-0.28109695430001064
".Perkins County, South Dakota",2842,2842,2825,2809,2834,-8,-0.28149190710767064
".Decatur County, Indiana",26475,26474,26353,26454,26399,-75,-0.28328611898017
".Clark County, Missouri",6638,6660,6735,6715,6641,-19,-0.2862307924073516
".Marshall County, Illinois",11752,11717,11668,11671,11683,-34,-0.2893124574540504
".Butler County, Missouri",42135,42070,42170,42166,41948,-122,-0.28954550848463273
".Vanderburgh County, Indiana",180128,180336,180165,179563,179810,-526,-0.29201456741872445
".Yellow Medicine County, Minnesota",9523,9495,9439,9484,9467,-28,-0.2940249921243306
".McLean County, Illinois",170956,170949,171109,170918,170441,-508,-0.29715248368001124
".Hancock County, Ohio",74920,74928,74764,74774,74704,-224,-0.2989855846235985
".Langlade County, Wisconsin",19491,19463,19479,19502,19404,-59,-0.30270381201580215
".McPherson County, Kansas",30221,30184,30164,30063,30091,-93,-0.3077330333212005
".Imperial County, California",179713,179612,179138,178940,179057,-555,-0.30882573881689135
".Nueces County, Texas",353175,353398,353292,351590,352289,-1109,-0.3140086359453529
".Clinton County, Illinois",36893,36901,36882,36937,36785,-116,-0.31442279023120917
".Jackson County, Oklahoma",24794,24747,24744,24659,24669,-78,-0.31459224005807856
".Hillsdale County, Michigan",45754,45731,45625,45735,45587,-144,-0.3147265812825108
".St. Clair County, Michigan",160379,160380,160205,159668,159874,-506,-0.3155026530904919
".Bennington County, Vermont",37342,37301,37431,37343,37183,-118,-0.3159980718761716
".Cass County, Indiana",37859,37786,37558,37537,37666,-120,-0.3169655828204654
".Johnston County, Oklahoma",10283,10249,10332,10346,10216,-33,-0.3209180200330643
".Monroe County, Wisconsin",46270,46300,46083,45894,46151,-149,-0.322022909012319
".Sanilac County, Michigan",40612,40499,40528,40482,40368,-131,-0.32256475918447747
".Crittenden County, Kentucky",8988,9003,8944,8991,8974,-29,-0.32265242545616374
".Echols County, Georgia",3704,3721,3698,3686,3709,-12,-0.32397408207343414
".Dewey County, South Dakota",5243,5225,5223,5142,5208,-17,-0.32424184627121877
".Eaton County, Michigan",109165,109175,108908,108854,108820,-355,-0.3251958045160995
".Miami-Dade County, Florida",2701776,2695685,2669748,2673056,2686867,-8818,-0.32637790845725184
".Stanislaus County, California",552882,553257,552723,551226,551430,-1827,-0.33045025882557216
".Bibb County, Georgia",157347,157035,155980,156126,156512,-523,-0.3323863816914209
".Roseau County, Minnesota",15330,15303,15274,15334,15252,-51,-0.33268101761252444
".Woodford County, Illinois",38465,38413,38220,38177,38285,-128,-0.3327700506954374
".Anderson County, Texas",57921,57930,58302,57227,57736,-194,-0.3349389685951555
".Scott County, Missouri",38054,38020,37886,37868,37889,-131,-0.34424764807904557
".Escambia County, Alabama",36768,36685,36660,36636,36558,-127,-0.34540905134899913
".Grant County, Oregon",7232,7240,7288,7225,7215,-25,-0.3456858407079646
".Moore County, Texas",21358,21264,21136,21094,21190,-74,-0.346474388987733
".Warren County, New York",65737,65609,65735,65427,65380,-229,-0.34835785022133653
".Wood County, Wisconsin",74215,74199,74005,73778,73939,-260,-0.3503334905342586
".Rutland County, Vermont",60574,60484,60728,60353,60271,-213,-0.35163601545217416
".Evans County, Georgia",10773,10792,10697,10659,10754,-38,-0.3527336860670194
".Wayne County, Ohio",116900,116923,116175,116552,116510,-413,-0.3532934131736527
".Maui County, Hawaii",164756,164768,164797,164359,164183,-585,-0.3550705285391731
".Wilkes County, Georgia",9562,9552,9489,9565,9518,-34,-0.3555741476678519
".La Crosse County, Wisconsin",120779,120921,119331,120252,120486,-435,-0.360161948683132
".Lincoln County, Mississippi",34907,34828,34939,34764,34702,-126,-0.36095911994728846
".Pulaski County, Missouri",53960,54010,53815,53810,53812,-198,-0.36693847294292065
".Clayton County, Iowa",17047,17033,17053,17057,16969,-64,-0.3754326274417786
".Lake County, Ohio",232521,232516,232222,231736,231640,-876,-0.3767401654044151
".Washington County, Oregon",600369,601130,602453,600086,598865,-2265,-0.37726798019218183
".Clayton County, Georgia",299403,299439,299210,298399,298300,-1139,-0.3804237098492667
".Harlan County, Nebraska",3076,3057,3097,3032,3045,-12,-0.3901170351105332
".Gasconade County, Missouri",14794,14763,14780,14772,14705,-58,-0.3920508314181425
".Woods County, Oklahoma",8622,8598,8623,8602,8564,-34,-0.3943400603108328
".Hamilton County, Ohio",830628,830377,827430,824721,827058,-3319,-0.39957718738111403
".Hancock County, Georgia",8736,8711,8677,8417,8676,-35,-0.4006410256410256
".Lancaster County, Virginia",10923,10903,10935,10806,10859,-44,-0.4028197381671702
".Boone County, Iowa",26709,26698,26761,26579,26590,-108,-0.4043580815455464
".Miller County, Arkansas",42599,42588,42494,42608,42415,-173,-0.4061128195497547
".Wayne County, New York",91286,91202,91149,90958,90829,-373,-0.40860591985627587
".Jenkins County, Georgia",8676,8663,8764,8655,8627,-36,-0.4149377593360996
".Yalobusha County, Mississippi",12482,12438,12439,12413,12386,-52,-0.41659990386156065
".Dubuque County, Iowa",99275,99308,98854,98715,98887,-421,-0.4240745404180307
".Knox County, Missouri",3743,3739,3785,3777,3723,-16,-0.42746460058776387
".Roberts County, South Dakota",10271,10250,10172,10139,10206,-44,-0.42839061435108555
".Hutchinson County, South Dakota",7426,7426,7377,7351,7394,-32,-0.43091839482897926
".Searcy County, Arkansas",7828,7840,7893,7906,7806,-34,-0.43433827286663257
".Black Hawk County, Iowa",131143,131044,130576,130052,130471,-573,-0.4369276286191409
".Cherokee County, Iowa",11657,11656,11535,11490,11605,-51,-0.4375053615853135
".Gibson County, Indiana",33008,33049,32965,33002,32904,-145,-0.4392874454677654
".Natrona County, Wyoming",79966,80299,79635,79523,79941,-358,-0.44769026836405473
".Seminole County, Georgia",9152,9133,9162,9144,9092,-41,-0.4479895104895105
".Pulaski County, Virginia",33799,33807,33816,33683,33655,-152,-0.44971744726175333
".Tioga County, Pennsylvania",41053,41025,41308,40967,40840,-185,-0.45063698146298686
".Wapello County, Iowa",35436,35326,35295,35081,35166,-160,-0.4515182300485382
".Mercer County, North Dakota",8353,8347,8339,8327,8309,-38,-0.4549263737579313
".Bradford County, Pennsylvania",59968,59968,60137,59854,59695,-273,-0.45524279615795094
".Dade County, Georgia",16249,16239,16221,16090,16165,-74,-0.455412640777894
".Cape May County, New Jersey",95262,95044,95706,95405,94610,-434,-0.45558564800235146
".Accomack County, Virginia",33418,33392,33410,33223,33239,-153,-0.4578370937817942
".Bedford County, Pennsylvania",47568,47568,47487,47421,47350,-218,-0.45829128826101584
".Grant County, Indiana",66680,66507,66188,65993,66200,-307,-0.4604079184163167
".Brunswick County, Virginia",15846,15822,15959,15831,15749,-73,-0.46068408431149815
".Bleckley County, Georgia",12585,12523,12270,12279,12465,-58,-0.46086611044894715
".Patrick County, Virginia",17610,17591,17650,17601,17509,-82,-0.46564452015900054
".Mifflin County, Pennsylvania",46134,46137,46171,45984,45922,-215,-0.4660337278363029
".Fillmore County, Nebraska",5559,5574,5559,5541,5548,-26,-0.46771001978773163
".Jackson County, West Virginia",27792,27723,27781,27667,27593,-130,-0.46776050662061025
".Prince George County, Virginia",43010,43073,42962,43021,42871,-202,-0.4696582190188328
".Crenshaw County, Alabama",13193,13163,13069,13048,13101,-62,-0.46994618358220264
".Walworth County, South Dakota",5318,5294,5260,5286,5269,-25,-0.4701015419330576
".Washington County, Kansas",5530,5530,5525,5493,5504,-26,-0.47016274864376134
".Lake County, California",68160,68199,68645,68172,67878,-321,-0.47095070422535207
".Crawford County, Kansas",38971,38948,39028,39145,38764,-184,-0.4721459546842524
".Garland County, Arkansas",100173,100258,100393,99982,99784,-474,-0.4731813961846006
".Josephine County, Oregon",88088,88238,88637,87800,87821,-417,-0.47339024611751884
".Greer County, Oklahoma",5491,5492,5480,5546,5466,-26,-0.47350209433618645
".Ellis County, Kansas",28935,28948,28850,28840,28810,-138,-0.4769310523587351
".Beaufort County, North Carolina",44659,44694,44462,44400,44481,-213,-0.47694753577106513
".Stark County, Ohio",374864,374522,373792,372785,372716,-1806,-0.4817747236331043
".Racine County, Wisconsin",197735,197568,196505,195961,196613,-955,-0.4829696310718891
".Brewster County, Texas",9545,9560,9473,9344,9513,-47,-0.49240440020953374
".Coconino County, Arizona",145104,145192,142897,144223,144472,-720,-0.49619583195501155
".Richland County, Wisconsin",17310,17283,17199,17128,17197,-86,-0.4968226458694396
".Wyoming County, Pennsylvania",26072,26032,26106,26024,25902,-130,-0.49861920834611845
".Bladen County, North Carolina",29619,29632,29544,29391,29484,-148,-0.4996792599345015
".LaPorte County, Indiana",112404,112270,112513,111822,111706,-564,-0.5017615031493541
".Jackson County, Michigan",160370,160231,160162,159758,159424,-807,-0.5032113238136808
".Huron County, Ohio",58571,58495,58412,58219,58199,-296,-0.505369551484523
".Ohio County, Kentucky",23771,23747,23744,23496,23626,-121,-0.5090236001850995
".Knox County, Indiana",36289,36256,35976,35876,36070,-186,-0.5125520130066962
".Teller County, Colorado",24707,24744,24945,24860,24617,-127,-0.5140243655644149
".Runnels County, Texas",9898,9919,9892,9884,9868,-51,-0.5152556071933724
".Clark County, Arkansas",21445,21385,21244,21276,21274,-111,-0.5176031709023082
".Nottoway County, Virginia",15649,15647,15574,15555,15566,-81,-0.5176049587833088
".Fairbanks North Star Borough, Alaska",95660,95337,95593,95202,94840,-497,-0.5195484005854066
".Davidson County, Tennessee",715878,716059,700860,707351,712334,-3725,-0.5203400579428338
".Lake County, Minnesota",10903,10912,11004,10912,10855,-57,-0.5227918921397781
".Pottawattamie County, Iowa",93666,93669,93410,93065,93179,-490,-0.5231353959814661
".Marion County, Missouri",28529,28486,28556,28489,28336,-150,-0.5257807844649304
".Wayne County, Mississippi",19778,19808,19669,19583,19703,-105,-0.5308929113156032
".Ashland County, Ohio",52437,52470,52183,52024,52190,-280,-0.5339741022560406
".Henry County, Ohio",27663,27668,27560,27526,27520,-148,-0.5350106640639121
".Richmond County, Georgia",206603,206524,205274,206344,205414,-1110,-0.5372622856396083
".Shawnee County, Kansas",178907,178709,178403,177537,177746,-963,-0.5382684858613693
".Talladega County, Alabama",82149,81575,80734,80748,81132,-443,-0.5392640202558765
".Jefferson County, Wisconsin",86161,86208,85782,85725,85743,-465,-0.539687329534244
".Putnam County, Ohio",34435,34385,34341,34330,34199,-186,-0.540148105125599
".Fulton County, Indiana",20479,20469,20412,20368,20358,-111,-0.5420186532545535
".Fayette County, Ohio",28948,28975,28934,28832,28817,-158,-0.5458062733176731
".Willacy County, Texas",20164,20148,20292,20254,20037,-111,-0.5504860146796271
".Howard County, Missouri",10155,10157,10145,10179,10101,-56,-0.551452486459872
".Lane County, Oregon",382983,383308,384121,382181,381181,-2127,-0.5553771316220303
".Jim Wells County, Texas",38893,38879,38893,38729,38662,-217,-0.557941017663847
".Paulding County, Ohio",18806,18811,18902,18762,18706,-105,-0.5583324470913538
".Luna County, New Mexico",25426,25458,25471,25693,25316,-142,-0.5584834421458349
".Vance County, North Carolina",42569,42540,42101,42154,42301,-239,-0.5614414245107943
".Linn County, Missouri",11875,11858,11842,11826,11791,-67,-0.5642105263157895
".Mineral County, Nevada",4553,4554,4617,4537,4528,-26,-0.5710520535910389
".Wayne County, Indiana",66541,66507,66435,66216,66127,-380,-0.5710764791632227
".Posey County, Indiana",25218,25185,25165,25098,25040,-145,-0.574986121024665
".Barbour County, West Virginia",15465,15467,15449,15391,15378,-89,-0.5754930488199159
".San Juan County, New Mexico",121666,121376,120996,120569,120675,-701,-0.5761675406440583
".Adair County, Missouri",25312,25268,25188,25151,25122,-146,-0.5768015170670038
".Lake County, Colorado",7432,7408,7395,7346,7365,-43,-0.5785791173304629
".Clinton County, Iowa",46459,46427,46483,46255,46158,-269,-0.579005144320799
".Jackson County, Iowa",19485,19455,19399,19346,19342,-113,-0.5799332820118039
".Macomb County, Michigan",881214,880238,877646,874235,875101,-5137,-0.5829457997716786
".Fairfax County, Virginia",1150294,1148627,1142203,1139309,1141878,-6749,-0.5867195690840776
".Grand Forks County, North Dakota",73181,73141,72586,72421,72708,-433,-0.5916836337300666
".Dyer County, Tennessee",36808,36716,36609,36440,36498,-218,-0.5922625516192133
".Webster County, Georgia",2348,2351,2362,2337,2337,-14,-0.596252129471891
".Grady County, Georgia",26236,26224,25850,25994,26066,-158,-0.6022259490776033
".Ector County, Texas",165170,165490,160758,161057,164494,-996,-0.6030150753768844
".Elk County, Kansas",2486,2482,2439,2448,2467,-15,-0.6033789219629927
".Bee County, Texas",31050,31038,30836,30992,30850,-188,-0.605475040257649
".Williamson County, Illinois",67152,67114,66883,66544,66706,-408,-0.6075768406004289
".Bottineau County, North Dakota",6383,6388,6448,6384,6349,-39,-0.6109979633401221
".Clarion County, Pennsylvania",37239,37199,37594,37227,36970,-229,-0.6149466956685196
".Reno County, Kansas",61883,61878,61499,61552,61497,-381,-0.615677972948952
".Susquehanna County, Pennsylvania",38434,38346,38417,38139,38109,-237,-0.6166415153249727
".Marion County, Mississippi",24439,24375,24304,24166,24224,-151,-0.6178648880887107
".Montgomery County, Ohio",537306,537119,536155,533474,533796,-3323,-0.6184557775271448
".De Witt County, Illinois",15520,15461,15403,15365,15365,-96,-0.6185567010309279
".Calhoun County, Michigan",134297,134200,133878,133424,133366,-834,-0.6210116383835826
".Isabella County, Michigan",64396,64518,64248,64366,64118,-400,-0.6211565935772408
".McCurtain County, Oklahoma",30821,30852,30824,30773,30660,-192,-0.6229518834560852
".Walker County, Alabama",65344,65138,64636,64438,64728,-410,-0.6274485798237023
".Linn County, Iowa",230296,230419,229445,228940,228972,-1447,-0.6283218119289957
".Pierce County, Nebraska",7319,7345,7319,7317,7299,-46,-0.6285011613608417
".Grant County, West Virginia",10976,10990,10992,10938,10921,-69,-0.6286443148688047
".Lee County, Mississippi",83351,83323,83008,82824,82799,-524,-0.6286667226547972
".Nassau County, New York",1395767,1390491,1391809,1385294,1381715,-8776,-0.6287582383019515
".Teton County, Wyoming",23323,23379,23605,23297,23232,-147,-0.6302791236118853
".Lake County, Illinois",714336,713281,712570,709899,708760,-4521,-0.6328954441607311
".Anson County, North Carolina",22054,22037,21905,21958,21897,-140,-0.6348054774644055
".Concho County, Texas",3302,3318,3348,3367,3297,-21,-0.6359781950333132
".Sierra County, New Mexico",11573,11562,11519,11474,11488,-74,-0.6394193381145771
".Custer County, Oklahoma",28523,28449,28175,28039,28266,-183,-0.6415874907969008
".Coosa County, Alabama",10378,10335,10314,10307,10268,-67,-0.6455964540373867
".Trumbull County, Ohio",202064,201681,201572,200726,200373,-1308,-0.6473196610974741
".Erie County, New York",954231,952342,952912,948423,946147,-6195,-0.6492138695976132
".Morris County, Kansas",5391,5369,5386,5400,5334,-35,-0.6492301984789464
".Hughes County, South Dakota",17769,17740,17760,17681,17624,-116,-0.652822331025944
".Craig County, Virginia",4892,4875,4886,4858,4843,-32,-0.6541291905151267
".Scotland County, Missouri",4717,4707,4674,4647,4676,-31,-0.6571973712105151
